,tweet_id,created_date,username,location,retweeted_username,content_type,mentioned_users,text,positive_sent_score,negative_sent_score,compound_sent_score
240,1497562199484686337,Sat Feb 26 13:20:26 +0000 2022,gonzorag51,,Mike Hudema,RT,['Mike Hudema'],"RT @MikeHudema: Antarctic sea ice falls to lowest level since measurements began: https://t.co/z1bRtZw0BQ

We're in a #ClimateCrisis. We mu…",0.0,12.6,12.6
241,1497562025140301827,Sat Feb 26 13:19:44 +0000 2022,Aria || $100 cutie so much,wat,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
263,1497560081885327361,Sat Feb 26 13:12:01 +0000 2022,aniisa 🎉 Hari ini Big Win 🏆🏆,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
266,1497559780319105029,Sat Feb 26 13:10:49 +0000 2022,zayda WINNER BIGWIN,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
279,1497557972871827457,Sat Feb 26 13:03:38 +0000 2022,grzll || ebbg,ph | she | thv pc collector,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
282,1497557307504611329,Sat Feb 26 13:01:00 +0000 2022,winwin🏆😎,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
283,1497557259920232449,Sat Feb 26 13:00:48 +0000 2022,Sedar,"The only one, Jamal.",MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
285,1497557125660241925,Sat Feb 26 13:00:16 +0000 2022,ayy🦋 freetag,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
286,1497557112511025156,Sat Feb 26 13:00:13 +0000 2022,PICK ME 🌟,🍀☘️,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
287,1497557108748787713,Sat Feb 26 13:00:12 +0000 2022,Sitti Maysarah,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
290,1497555638402293764,Sat Feb 26 12:54:22 +0000 2022,woopyy 🌟,caratland,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
291,1497555413029777409,Sat Feb 26 12:53:28 +0000 2022,lilylagi,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
292,1497554896253505544,Sat Feb 26 12:51:25 +0000 2022,Tom Dougherty,,Mike Hudema,RT,['Mike Hudema'],"RT @MikeHudema: Antarctic sea ice falls to lowest level since measurements began: https://t.co/z1bRtZw0BQ

We're in a #ClimateCrisis. We mu…",0.0,12.6,12.6
293,1497554866037997569,Sat Feb 26 12:51:17 +0000 2022,Rizkya 🎉 PAWTOCOL $UPI,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
294,1497554840905388035,Sat Feb 26 12:51:11 +0000 2022,Sabilaa🌻free tag 🖤,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
295,1497554549036490753,Sat Feb 26 12:50:02 +0000 2022,"Abacus - Athens, Greece","Athens, Greece","Abacus - Athens, Greece",Tweet (self-loop),[],"🔋When not under sail, the ship will be powered by 2 150 kW electric motors, each fed by a system of #batteries continuously charged from different sources #Brodosplit #WindEnergy #GreenTech #RenewableEnergy #ElectricVehicles #Solar #Shipbuilding #Sailing
https://t.co/d19xfUu7My",0.0,4.9,4.9
296,1497554076128579584,Sat Feb 26 12:48:09 +0000 2022,🍀 0X Pasti Menang 0X 🎉,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
297,1497554050346196996,Sat Feb 26 12:48:03 +0000 2022,namra •freetag•,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
304,1497552593723084801,Sat Feb 26 12:42:16 +0000 2022,chew,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
305,1497552260422721540,Sat Feb 26 12:40:56 +0000 2022,imelda • free tag🌟PAWTOCOL $UPI,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
306,1497552172644388872,Sat Feb 26 12:40:35 +0000 2022,⟭⟬,"Daegu, Republic of Korea",MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
308,1497551585777692672,Sat Feb 26 12:38:15 +0000 2022,umay,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
309,1497551551207919618,Sat Feb 26 12:38:07 +0000 2022,kaiamanan💖,🇵🇭,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
311,1497551370878021633,Sat Feb 26 12:37:24 +0000 2022,bigwin_2022🍀🏆,Republic of the Philippines,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
313,1497550843049959431,Sat Feb 26 12:35:18 +0000 2022,pusy meong,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
316,1497550220749844489,Sat Feb 26 12:32:50 +0000 2022,shingibanggibboongbboongbanggi,wins plz I gyutipie✨,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
320,1497549505050382337,Sat Feb 26 12:29:59 +0000 2022,THEE Moe Murph 🇺🇦 🌻,Thee DMV,Sarah,RT,"['Sarah', 'Jay Rouse 🇺🇦🇺🇦', 'Cheri Jacobus', 'Ellen Barkin']","RT @sarit_yael: @JayRouseDC @CheriJacobus @EllenBarkin And fueled by demand for fossil fuels. Koch, Putin, MBS, all depend on petro dollars…",0.0,7.3,7.3
321,1497549461018808320,Sat Feb 26 12:29:49 +0000 2022,kiki,gue hype anime sama kpop juga,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
323,1497549075973308420,Sat Feb 26 12:28:17 +0000 2022,Nari | PAWTOCOL $UPI,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
326,1497548124654477316,Sat Feb 26 12:24:30 +0000 2022,Jamila Nicole Mamaril,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
327,1497548046330068995,Sat Feb 26 12:24:11 +0000 2022,Aubrey Smith,"Toronto, Ontario, Canada",Mike Hudema,RT,['Mike Hudema'],"RT @MikeHudema: Antarctic sea ice falls to lowest level since measurements began: https://t.co/z1bRtZw0BQ

We're in a #ClimateCrisis. We mu…",0.0,12.6,12.6
328,1497547877383507970,Sat Feb 26 12:23:31 +0000 2022,riri,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
330,1497547586815021061,Sat Feb 26 12:22:22 +0000 2022,Jane Hearn,Canberra now Sydney,Blair Palese 🌎,RT,['Blair Palese 🌎'],"RT @blairpalese: . #RussiaUkraineCrisis = #gas now weaponised, #oil too expensive, #CoalisDead already… no kidding ourselves. There is no w…",0.0,16.3,16.3
336,1497547086442676225,Sat Feb 26 12:20:23 +0000 2022,Tramikatodor,"here, there, and everywhere",Distributed Sun,RT,['Distributed Sun'],"RT @distributedsun: For places with limited land space, water-bound solar may be the next frontier. Learn more about floating solar in the…",0.0,8.3,8.3
343,1497545826629189632,Sat Feb 26 12:15:22 +0000 2022,busa,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
344,1497545302039044098,Sat Feb 26 12:13:17 +0000 2022,energyreferral.xyz,,Distributed Sun,RT,['Distributed Sun'],"RT @distributedsun: For places with limited land space, water-bound solar may be the next frontier. Learn more about floating solar in the…",0.0,8.3,8.3
346,1497545267503063042,Sat Feb 26 12:13:09 +0000 2022,energyreferral.xyz,,Dolphin N2,RT,['Dolphin N2'],"RT @dolphin_n2: Net-Zero. Buzzword or essential reality to combat advancing climate change? #GHGS,#Netzero,#Netzero2050,#Netzeroenergy,#Net…",0.0,16.7,16.7
351,1497545165753442306,Sat Feb 26 12:12:45 +0000 2022,SPE MKU CHAPTER,,Mike Hudema,RT,['Mike Hudema'],"RT @MikeHudema: Antarctic sea ice falls to lowest level since measurements began: https://t.co/z1bRtZw0BQ

We're in a #ClimateCrisis. We mu…",0.0,12.6,12.6
354,1497545038146027524,Sat Feb 26 12:12:14 +0000 2022,John Snowmountainer,,Distributed Sun,RT,['Distributed Sun'],"RT @distributedsun: For places with limited land space, water-bound solar may be the next frontier. Learn more about floating solar in the…",0.0,8.3,8.3
356,1497545015983316994,Sat Feb 26 12:12:09 +0000 2022,John Snowmountainer,,Dolphin N2,RT,['Dolphin N2'],"RT @dolphin_n2: Net-Zero. Buzzword or essential reality to combat advancing climate change? #GHGS,#Netzero,#Netzero2050,#Netzeroenergy,#Net…",0.0,16.7,16.7
360,1497544331812556810,Sat Feb 26 12:09:26 +0000 2022,Anthony Simpson Ⓥ,"Reading, UK",Mike Hudema,RT,['Mike Hudema'],"RT @MikeHudema: Antarctic sea ice falls to lowest level since measurements began: https://t.co/z1bRtZw0BQ

We're in a #ClimateCrisis. We mu…",0.0,12.6,12.6
361,1497543817523646467,Sat Feb 26 12:07:23 +0000 2022,Radha,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
363,1497543579912204293,Sat Feb 26 12:06:27 +0000 2022,killua,"Bicol Region, Republic of the ",MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
364,1497543380410122242,Sat Feb 26 12:05:39 +0000 2022,Shaa free tag ~ Pawtocol $UPI,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
366,1497543029343010819,Sat Feb 26 12:04:15 +0000 2022,Deib-su | GOON$,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
367,1497542853190463490,Sat Feb 26 12:03:33 +0000 2022,Annabeth,,Mike Hudema,RT,['Mike Hudema'],"RT @MikeHudema: Antarctic sea ice falls to lowest level since measurements began: https://t.co/z1bRtZw0BQ

We're in a #ClimateCrisis. We mu…",0.0,12.6,12.6
368,1497542811209588737,Sat Feb 26 12:03:23 +0000 2022,SLBlake🇪🇺 🇺🇦,"Another dimension, aka Dorset",Mike Hudema,RT,['Mike Hudema'],"RT @MikeHudema: Antarctic sea ice falls to lowest level since measurements began: https://t.co/z1bRtZw0BQ

We're in a #ClimateCrisis. We mu…",0.0,12.6,12.6
369,1497542698919620610,Sat Feb 26 12:02:57 +0000 2022,kenny,Republic of the Philippines,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
371,1497542247369383936,Sat Feb 26 12:01:09 +0000 2022,Distributed Sun,"Washington, DC",Distributed Sun,Tweet (self-loop),[],"For places with limited land space, water-bound solar may be the next frontier. Learn more about floating solar in the article below. #environment #solar #solarenergy #renewable #renewableenergy #technology https://t.co/jStUjYl8PW",0.0,6.4,6.4
372,1497542116800536583,Sat Feb 26 12:00:38 +0000 2022,☀️🌕✨,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
373,1497542096265252869,Sat Feb 26 12:00:33 +0000 2022,Vee,"Cebu City, Central Visayas",MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
375,1497542010814742530,Sat Feb 26 12:00:13 +0000 2022,Dolphin N2,"Shoreham-by-Sea, England",Dolphin N2,Tweet (self-loop),[],"Net-Zero. Buzzword or essential reality to combat advancing climate change? #GHGS,#Netzero,#Netzero2050,#Netzeroenergy,#Netzeromanufacturing,#Renewableenergy,#Sustainableenergy
https://t.co/aO7iJtX86a https://t.co/ek7RELTD1w",0.0,16.7,16.7
377,1497541863842082817,Sat Feb 26 11:59:37 +0000 2022,✨ | ヾ(*’Ｏ’*)/ | WINS CUTIE 🥺🤍 |,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
380,1497540096853041152,Sat Feb 26 11:52:36 +0000 2022,AmelNismel PAWTOCOL $UPI,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
381,1497539706397077508,Sat Feb 26 11:51:03 +0000 2022,#FBPE 🇪🇺🇩🇪🇰🇪🇬🇧🇮🇪 #FraudMeansFraud 🕷💚,"Dublin, Ireland",Mike Hudema,RT,['Mike Hudema'],"RT @MikeHudema: Antarctic sea ice falls to lowest level since measurements began: https://t.co/z1bRtZw0BQ

We're in a #ClimateCrisis. We mu…",0.0,12.6,12.6
385,1497537920684605441,Sat Feb 26 11:43:57 +0000 2022,BIG WINS CUTIE/MANIFESTING WINWINS,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
388,1497537341501673472,Sat Feb 26 11:41:39 +0000 2022,Jonathan Morris,England,BHESCo,RT,['BHESCo'],"RT @BHenergyservice: The crisis in the Ukraine has highlighted Europe's over-dependence on Russian gas.

If ever there was a catalyst for d…",0.0,16.3,16.3
391,1497536017099898882,Sat Feb 26 11:36:24 +0000 2022,Andrew Durling,"Sussex, England",BHESCo,RT,['BHESCo'],"RT @BHenergyservice: The crisis in the Ukraine has highlighted Europe's over-dependence on Russian gas.

If ever there was a catalyst for d…",0.0,16.3,16.3
393,1497535617739071490,Sat Feb 26 11:34:48 +0000 2022,🍀 follow back po pls,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
394,1497535539645276165,Sat Feb 26 11:34:30 +0000 2022,NAG AARAL NG MABUTI 🥺,Republic of the Philippines,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
399,1497534264576921601,Sat Feb 26 11:29:26 +0000 2022,Mary ~ Let's be moots💜 - sleeping😴,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
401,1497534020586192902,Sat Feb 26 11:28:28 +0000 2022,yjh | followback 🌿💛,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
402,1497533990395211777,Sat Feb 26 11:28:20 +0000 2022,Kongo🦉 PAWTOCOL $UPI,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
403,1497533856974778369,Sat Feb 26 11:27:48 +0000 2022,JAI | album cutie 💜,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
404,1497533669224824835,Sat Feb 26 11:27:04 +0000 2022,Kenny Lloyd Angon,"Davao City, Philippines",Peter MacArthur🇨🇦,RT,['Peter MacArthur🇨🇦'],RT @AmbMacArthur: #RenewableEnergy can help combat #ClimateCrisis disasters,19.7,43.8,43.8
405,1497533540983926789,Sat Feb 26 11:26:33 +0000 2022,Kamoteng Kahoy,,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
408,1497533220522717186,Sat Feb 26 11:25:17 +0000 2022,❝𝐂𝐇𝐈𝐌𝐌𝐘❞,prev acc @jaywonn__ got s/us,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
